path,electrodes
/mnt/disk15tb/jonathan/Syngap3_1/230103/16792/Network/000156/data.raw.h5,"[11607, 11694, 12952, 12529, 11607, 8330, 4909, 9227, 13034, 11432, 11867, 11463, 15621, 15898, 16539, 8626, 9059, 14353, 16963, 7738, 17160, 15248, 11408, 17604, 2458, 3556, 22239, 7069, 14545, 17559, 19264, 5065, 19386, 8175, 1146, 9912, 23086, 9517, 4810, 15105, 12587, 15040, 14776, 19996, 9381, 14933, 10608, 8344, 16095, 14776, 4385, 8202, 21713, 23980, 22851, 20045, 11542, 1965, 20292, 896, 20035, 465, 18075, 20908, 20635, 2639, 2005, 5865, 23783, 8530, 15523, 7009, 836, 15228, 21545, 17076, 22960, 13567, 25557, 16708, 8229, 18787, 13372, 3349, 12026, 22844, 22844, 7658, 17104, 19264, 8632, 20054, 11592, 3975, 6551, 26370, 7506, 16984, 9640, 22831, 4893, 3803, 3803, 16779, 1361, 17287, 13012, 8880, 1128, 1714, 1816, 7543, 7309, 3138, 4527, 26215, 26338, 6875, 26222, 13561, 22494, 23351, 2265, 372, 23041, 6264, 2281, 11121, 579, 20541, 25434, 7853, 8508, 17455, 13549, 9136, 19886, 22571, 59, 23864, 18627, 19003, 23856, 26235, 25378, 2032, 20820, 9805, 22618, 17245, 21018, 10706, 22930, 18994, 2327, 25230, 19946, 15537, 1668, 5392, 26277, 18994, 16843, 7153, 23224, 24942, 22796, 1654, 23633, 23895, 4972, 6940, 14854, 2750, 2088, 11997, 5617, 22994, 4287, 4055, 19680, 13517, 17719, 3820, 3206, 2123, 22108, 8236, 13097, 5138, 10004, 23203, 13762, 18575, 18575, 1853, 22542, 20333, 3171, 15612, 11221, 6811, 21545, 25573]"
/mnt/disk15tb/jonathan/Syngap3_1/230103/16940/Network/000161/data.raw.h5,"[15339, 15339, 10321, 10082, 13650, 12533, 13396, 16244, 15141, 12800, 14942, 15659, 9401, 12067, 11907, 10537, 17579, 7888, 16527, 9707, 15155, 15016, 18003, 10108, 4248, 16372, 9232, 9088, 12838, 22432, 9328, 9940, 18692, 10044, 12276, 5704, 12804, 3599, 15973, 8401, 5762, 12486, 16310, 7484, 8957, 8783, 16343, 8411, 10512, 18278, 12811, 16107, 19560, 7679, 11519, 12731, 12757, 9313, 21071, 6558, 12822, 9438, 18723, 7233, 2238, 23738, 7919, 8282, 20885, 18929, 7258, 21170, 20929, 24841, 406, 18657, 12180, 22199, 9663, 20470, 17658, 22648, 6427, 1498, 1076, 26159, 14892, 22503, 1739, 2903, 15670, 4898, 25564, 21732, 11744, 8407, 820, 21770, 5685, 10421, 15132, 6135, 24832, 4001, 5691, 19002, 18427, 20202, 11042, 21083, 25293, 6332, 3292, 7220, 18227, 3711, 18953, 3275, 24484, 3050, 5227, 4134, 1706, 5900, 22017, 3487, 2278, 4127, 411, 23694, 3876, 24919, 4905, 3483, 13052, 17649, 15124, 11287, 179, 4584, 2550, 4797, 15260, 15260, 17318, 17214, 812, 20841, 24708, 16875, 9112, 25143, 22143, 14382, 2782, 22720, 22387, 6234, 12415, 1678, 2697, 7194, 808, 17534, 54, 20613, 5591, 17687, 7869, 25446, 6442, 15250, 22383, 3131, 6971, 25594, 2922, 1826, 7185, 22708, 3605, 11590, 24822, 24592, 1035, 19738, 7849, 16578, 24565, 22761, 1191, 4331, 3354, 3886, 10658, 8282, 16661, 1687, 1856, 26083, 12844, 4981, 26114, 2957, 2957, 9607, 4703, 21485, 2079, 3659, 19014, 1891, 3173, 4712, 6517, 22809, 1024, 23410, 307, 17913, 2776, 25405, 25405, 1842, 24292, 24337, 16365, 6039, 6056, 6056, 25824, 2967, 5174, 4287, 26090, 24995, 3390, 25875, 4511, 3867, 4082, 24743, 2536, 540, 24520, 7363, 1440, 12456, 553, 2543, 18565, 317, 6273, 6273, 4751, 24060, 20337, 13509, 8007, 3370, 126, 6504, 3616, 3616, 4277, 4294, 24752, 26109, 24760]"
/mnt/disk15tb/jonathan/Syngap3_1/230103/16787/Network/000152/data.raw.h5,"[14817, 11828, 12844, 11595, 14137, 11325, 10972, 14670, 14215, 17678, 8907, 12828, 20684, 13726, 14817, 12509, 11054, 13759, 15515, 15508, 13449, 13511, 1298, 18773, 18773, 14803, 4823, 12638, 5196, 21351, 21325, 20529, 4451, 12689, 12662, 19860, 10657, 14622, 11474, 10170, 4690, 10046, 14688, 11549, 9486, 5427, 8919, 11969, 19367, 16366, 19798, 3509, 1557, 9813, 12650, 4170, 18325, 19732, 20142, 16677, 25264, 6510, 20502, 22626, 6667, 17006, 9980, 24148, 188, 9374, 18140, 5339, 7343, 1593, 19521, 877, 10430, 19228, 5578, 5015, 16142, 9787, 8024, 9599, 24570, 17502, 20726, 4099, 17479, 21871, 403, 19626, 12865, 12865, 10641, 11740, 11359, 20328, 21183, 21844, 10292, 4773, 11807, 19011, 2282, 2496, 1257, 19472, 13276, 6969, 4458, 12011, 20983, 23248, 585, 8050, 24521, 2475, 1901, 22307, 25442, 6287, 20567, 16615, 19048, 7774, 19456, 25831, 19262, 3011, 24491, 20094, 23478, 26056, 3663, 19272, 1668, 23835, 735, 5612, 142, 22965, 6734, 23888, 9104, 2984, 21208, 20321, 25161, 1458, 22767, 4497, 22782, 529, 23882, 15534, 2305, 1404, 3435, 25875, 24085, 26267, 1430, 22976, 25629, 23637, 4729, 19903, 17705, 24296, 24296, 24296, 1231, 4958, 26287, 26059, 2956, 16825, 16820, 8450, 22566, 5146, 2322, 11982, 17290, 1440, 5165, 21219, 19929, 4700, 6929, 13533, 5820, 22104, 14633, 23618, 21452, 25218, 8705, 23435, 19240, 15065]"
/mnt/disk15tb/jonathan/Syngap3_1/230103/16869/Network/000165/data.raw.h5,"[13124, 13427, 13385, 11110, 14734, 15067, 13755, 18196, 12362, 13456, 15106, 15380, 9630, 15556, 11897, 15615, 12171, 9277, 14448, 9971, 14610, 11089, 15032, 9240, 9876, 7565, 11837, 8579, 6978, 3970, 12171, 12171, 19107, 11809, 19229, 7891, 14362, 19704, 6560, 15883, 8832, 13730, 16431, 20724, 13102, 18618, 16776, 16776, 6000, 12044, 16979, 14912, 17331, 17762, 6952, 19194, 16692, 18532, 23312, 7551, 17645, 20429, 12232, 11473, 17167, 23153, 14366, 4993, 19645, 10523, 20689, 20689, 6004, 11482, 1759, 8106, 443, 13138, 25546, 25590, 5574, 21069, 11936, 20752, 8212, 17455, 6743, 22490, 2459, 7119, 24830, 14462, 11, 22626, 14374, 19760, 3699, 17681, 10486, 20044, 15913, 4406, 7643, 20930, 195, 1347, 366, 18864, 5996, 25247, 8321, 10676, 19962, 10951, 26368, 8861, 24018, 14004, 4781, 15067, 607, 20961, 7128, 1137, 14453, 16851, 18218, 13744, 4337, 1043, 15717, 25559, 18205, 10850, 22384, 7607, 18443, 2459, 21415, 3782, 25798, 21514, 7115, 24705, 16856, 4243, 23162, 15067, 745, 25662, 25141, 15730, 23858, 12223, 24589, 719, 18329, 22506, 4702, 24914, 4785, 1901, 19292, 8266, 25004, 5581, 1919, 13287, 491, 17304, 21300, 8719, 47, 9503, 18639, 19665, 18405, 1182, 4331, 24269, 19723, 11795, 2939, 10864, 21267, 15067, 4548, 15500, 3637, 19709, 5838, 18387, 1441, 5823, 26317, 14380, 11802, 14854, 23024, 17715, 9981, 21241, 4753, 22755, 22953, 18143, 18372, 1874, 11541, 7810, 12439, 9546, 1213, 19895, 17505, 2965, 4722, 26051, 12636, 26080, 13539, 19247, 981, 17928, 23407, 8229, 15067, 24542, 783, 20360, 21890, 8229, 4710, 15298, 14402, 8471, 14208, 10913, 2862, 2091]"
/mnt/disk15tb/jonathan/Syngap3_1/230103/16666/Network/000154/data.raw.h5,"[8624, 8835, 13417, 9683, 13220, 14257, 14678, 12595, 12595, 13172, 13205, 18419, 9007, 12109, 13049, 15552, 15552, 13436, 12483, 11023, 13798, 13798, 11872, 11418, 13921, 14335, 12500, 11263, 15000, 13156, 9935, 9990, 6004, 16539, 16113, 9911, 12785, 13831, 13965, 19104, 19104, 15638, 7957, 16299, 11991, 8598, 8361, 9224, 17395, 15139, 4857, 14592, 15573, 20637, 12818, 8739, 22235, 22209, 1083, 19353, 4407, 4816, 15271, 1740, 21986, 5963, 7939, 17619, 18250, 21349, 4435, 14021, 22683, 15370, 9239, 16962, 7673, 20905, 15836, 5507, 14713, 7443, 21580, 17592, 5738, 11218, 20033, 12556, 11807, 15664, 17142, 9480, 7422, 16140, 12169, 7018, 16477, 12096, 18735, 14014, 9267, 3727, 13804, 17541, 4161, 11487, 19139, 16029, 10310, 19171, 9878, 12760, 11057, 17007, 22193, 12508, 17409, 11034, 15650, 14112, 16273, 17607, 12188, 10493, 8535, 15866, 20447, 18327, 8434, 19876, 20648, 11191, 25323, 17996, 2437, 2214, 2626, 20881, 1067, 23363, 18667, 2662, 6370, 23112, 25291, 15456, 13398, 20028, 25506, 6350, 8540, 19129, 2801, 9517, 439, 6419, 25339, 7469, 15160, 11387, 25083, 21529, 11597, 24682, 23, 2177, 21069, 19308, 19308, 1033, 17633, 17097, 10168, 25058, 10450, 25116, 26366, 8640, 2574, 23104, 21980, 2379, 16763, 21096, 10398, 5310, 9631, 18906, 5332, 26194, 1358, 7682, 12012, 24186, 8343, 10628, 20497, 18523, 3530, 25091, 4202, 1989, 6385, 8574, 11715, 1584, 20652, 1105, 25074, 2422, 1074, 22468, 5099, 18440, 25698, 20753, 19539, 26206, 21739, 12894, 630, 13737, 6121, 24935, 19316, 11527, 18552, 13494, 15020, 24814, 184, 22844, 11517, 21950, 21182, 24392, 7087, 26141, 9752, 13329, 17680, 13720, 5798, 24909, 21504, 7351, 24704, 15556, 21746, 5013, 19419, 19775, 12625, 8529, 24785, 6492, 15471, 14790, 17086, 10184, 21187, 23459, 5556, 18095, 15107, 2067, 10458, 20528, 15976, 21853, 5198, 26034, 360, 23171, 9560, 15262, 26314, 23823, 4900, 26007, 25232, 7111, 22720, 17944, 6234, 21607, 16200, 1385, 24079, 1621, 14450, 2900, 9406, 23596, 291, 4100, 25796, 17743, 11512, 1265, 22260, 20407, 11146, 24491, 587, 24584, 22372, 4269, 10699, 19953, 7615, 5650, 16900, 8408, 4125, 22828, 12413, 26129, 15103, 1368, 2370, 14390, 18003, 5646, 23807, 26119, 23146, 24359, 2998, 10436, 23478, 5633, 23626, 24777, 4905, 7157, 18341, 13120, 508, 4314, 4314, 22958, 20623, 2042, 8952, 20327, 25448, 1908, 2710, 26328, 23027, 4029, 17456, 12228, 11100, 11100, 7170, 7170, 18558, 16210, 2344, 26324, 6688, 20331, 4474, 14424, 16364, 4525, 17063, 25160, 26272, 2121, 17031, 4949, 4917, 9592, 6254, 9592, 19288, 6288, 20806, 5610, 5610, 3003, 8494, 25423, 23243, 13347, 7796, 8923, 18570, 24123, 18355, 7386, 24529, 19487, 109, 25804, 21021, 21021, 4486, 5629, 2948, 19274, 11554, 16177, 6488, 24979, 1648, 21888, 10861, 13765, 18801, 15282, 2964, 23875, 2084, 1423, 25411, 14868, 19480, 25394, 17484, 537, 2970, 21661, 3213, 11344, 1243, 26301, 3396, 14638, 14638, 5159, 20569, 4723, 26057, 20371, 22132, 8230, 16603, 5155, 4961, 8258, 22317, 17727, 792, 16818, 11757, 12203, 22761, 18396, 3593, 17717, 10205, 10205, 4968, 6901, 6901, 8043, 17493, 21894, 6920, 17694, 21649, 15065, 22581]"
/mnt/disk15tb/jonathan/Syngap3_1/230103/16856/Network/000146/data.raw.h5,"[19530, 16977, 15695, 9974, 14512, 10865, 11639, 12266, 11679, 12520, 9940, 15392, 8123, 15384, 12753, 14771, 12115, 9529, 15410, 17595, 10987, 13337, 11516, 21349, 12349, 14113, 16518, 19339, 15986, 12374, 12950, 16983, 22665, 4171, 17869, 10097, 23970, 6393, 19396, 18241, 9491, 7656, 15009, 5296, 8100, 18030, 11707, 9431, 20694, 15555, 8105, 13879, 14909, 11156, 16475, 7022, 11817, 19141, 13045, 11160, 16937, 7697, 15836, 10392, 20438, 8147, 15816, 11396, 4852, 3958, 21529, 6634, 8868, 5482, 8848, 16091, 12498, 19821, 2411, 20063, 3263, 7964, 1746, 14247, 9491, 11999, 16572, 1728, 16634, 1119, 3061, 19552, 10945, 218, 25550, 26378, 9866, 19847, 5898, 5898, 5916, 22409, 23280, 5237, 5237, 24447, 22826, 20506, 69, 22242, 1958, 17406, 25045, 7954, 7670, 17465, 23747, 9284, 19205, 40, 12144, 6785, 16666, 23621, 26169, 185, 6573, 21798, 23067, 7757, 9729, 22250, 25761, 7702, 26204, 18440, 14457, 24244, 12690, 19186, 3568, 7190, 10676, 24344, 24344, 4148, 6867, 23572, 21293, 913, 9625, 16593, 1708, 7324, 4000, 5877, 20955, 13789, 3677, 24761, 2811, 1721, 18647, 2599, 6966, 18777, 24828, 2550, 18085, 21391, 20388, 17953, 26355, 24467, 23041, 21190, 20598, 20598, 1693, 25587, 9081, 25804, 4699, 5188, 25897, 2728, 19654, 4462, 10462, 4534, 23823, 4664, 25238, 22378, 19477, 14199, 10629, 20325, 24361, 6669, 24699, 21626, 4677, 22743, 2050, 26099, 14393, 20619, 26257, 3793, 18134, 18164, 4563, 4563, 5417, 18785, 3334, 11317, 171, 13290, 17760, 23037, 20540, 18664, 10032, 20992, 946, 1169, 8733, 25831, 9613, 19714, 4248, 5411, 22937, 16339, 8260, 17888, 20559, 75, 23835, 16384, 19719, 22318, 10266, 15921, 4548, 21640, 13751, 18595, 1838, 24350, 8708, 3376, 15958, 25624, 9795, 24312, 1895, 1895, 17910, 9107, 4763, 1185, 12223, 22121, 5178, 19879, 15092, 6290, 4692, 14869, 5394, 8465, 7391, 15264, 23436, 4270, 21892, 15496, 3200, 19251, 4950, 114, 20333, 1423, 24527, 22785, 13320, 24536, 8895, 18397, 26278, 7592, 24527, 21222, 5166, 4522, 24516, 24516, 20808, 2321, 15487, 313, 25192, 25192, 2073, 15301, 7802, 6043, 9587]"
/mnt/disk15tb/jonathan/Syngap3_1/230103/16665/Network/000142/data.raw.h5,"[11362, 14679, 14794, 13262, 8991, 13843, 15340, 15649, 12998, 11484, 12412, 15141, 17973, 16926, 16926, 13056, 15548, 8127, 17360, 13166, 10790, 12960, 11881, 12668, 15406, 15834, 10323, 6617, 6617, 16049, 6183, 8716, 15918, 10385, 15857, 12177, 10565, 10299, 19116, 11475, 14291, 13444, 18936, 11635, 15149, 14350, 17596, 7337, 10147, 5524, 15798, 8797, 13031, 13031, 16948, 6542, 18983, 1560, 11000, 7886, 20252, 20676, 22429, 6394, 6164, 10731, 10750, 20907, 19145, 13928, 7482, 14009, 11135, 18694, 13695, 8336, 17613, 15167, 15002, 22681, 19848, 20409, 3930, 10797, 3299, 4348, 23941, 11646, 14268, 20934, 2883, 17209, 23969, 2638, 5915, 16333, 21803, 21965, 11163, 1102, 4612, 4117, 17584, 6090, 19199, 6665, 879, 8843, 19747, 1960, 23280, 9291, 15668, 9117, 8455, 3276, 25496, 14126, 7865, 18096, 22019, 22019, 26381, 26381, 15034, 6784, 12569, 24728, 7979, 1065, 15656, 16881, 15586, 7431, 8864, 24662, 15125, 24447, 20270, 228, 6206, 19948, 1949, 4873, 20229, 7938, 6555, 18446, 617, 22047, 5773, 1909, 21366, 2809, 16454, 7301, 4649, 828, 14766, 24032, 22051, 25908, 25770, 16646, 9961, 853, 25927, 7747, 25993, 24152, 24675, 19297, 19297, 20103, 605, 23830, 169, 18832, 22276, 24343, 25480, 5859, 18433, 7123, 5198, 18844, 2037, 6987, 7317, 13586, 42, 11494, 16634, 61, 2155, 24824, 6064, 26224, 20954, 6453, 15485, 21699, 18774, 25203, 13271, 3903, 22066, 9549, 16129, 16129, 26117, 7994, 23600, 15996, 7114, 23881, 26340, 19430, 1402, 1261, 5590, 23043, 23043, 20838, 13304, 806, 20520, 20520, 24695, 24695, 25891, 26307, 22307, 18576, 17096, 256, 16147, 16339, 4707, 1031, 22837, 13262, 10483, 5434, 25802, 25016, 6314, 1629, 22290, 5645, 22951, 20392, 9976, 21410, 21704, 2293, 20155, 6907, 11123, 21472, 23474, 7355, 18620, 24980, 1176, 22290, 4036, 3662, 2302, 24560, 24560, 557, 17687, 26320, 22079, 21041, 11114, 11075, 2997, 10039, 16374, 19450, 19450, 1185, 9568, 9568, 8923, 14822, 16184, 26267, 17470, 22096, 1892, 15496, 9749, 22580, 12405, 18800, 25631, 13521, 18819, 14208, 24316, 2078, 22329, 4514, 8044, 26293, 8455, 22554, 22554, 24523, 103, 5576, 15509, 21021, 21021, 16590, 23204, 13091, 11753, 1655, 5403, 14611, 14611, 25664, 4936, 19686, 10422, 17489, 19249, 23431, 22323, 22787, 529, 11758, 8032, 10227, 26258, 26258, 21466, 17476, 24972, 3610, 20355, 9334, 2088, 22532, 24771, 23230, 23474]"
/mnt/disk15tb/jonathan/Syngap3_1/230103/16795/Network/000150/data.raw.h5,"[10506, 10506, 11942, 13198, 9922, 8633, 14726, 16249, 8107, 9868, 14783, 11447, 20012, 10186, 10376, 16065, 14049, 12304, 14710, 6426, 15615, 6402, 10132, 12299, 5745, 7256, 16678, 15642, 16495, 6649, 8306, 17602, 15661, 18673, 17152, 17609, 19542, 16076, 12035, 8792, 4216, 17839, 7313, 15209, 4378, 4193, 18679, 6581, 1102, 5039, 17887, 10336, 6333, 13893, 5952, 5025, 8543, 17569, 7459, 19154, 21050, 9056, 20444, 19780, 10079, 15130, 7060, 10995, 13857, 3977, 12270, 15372, 10381, 3528, 5902, 14028, 3299, 19379, 3516, 18066, 22632, 11915, 17352, 17649, 6798, 4229, 1780, 5507, 7872, 10169, 25056, 2435, 1319, 16325, 3568, 6792, 23573, 5717, 25956, 6755, 20635, 4869, 7209, 7209, 25298, 10120, 13584, 23517, 25938, 3343, 19556, 7003, 13905, 26366, 23810, 21980, 2826, 2680, 5906, 9085, 24874, 21517, 11710, 2895, 7655, 1083, 19978, 23990, 23757, 23110, 23310, 32, 9849, 10533, 1753, 2204, 26184, 4180, 8754, 7313, 3470, 26153, 25259, 1510, 909, 2391, 1067, 25768, 2231, 2231, 26233, 6659, 18560, 20071, 1389, 19192, 24677, 19845, 16474, 20626, 7202, 26220, 13367, 4575, 1178, 19304, 5556, 20946, 3146, 26140, 4699, 9190, 1158, 3805, 798, 17451, 594, 17894, 5371, 3236, 25802, 22268, 7838, 9755, 6234, 8076, 25884, 5353, 9749, 1480, 17763, 1594, 22283, 368, 3683, 3466, 12723, 9510, 3430, 3430, 24150, 1162, 2567, 18222, 482, 4995, 4995, 4946, 3033, 24256, 7630, 26333, 18420, 4533, 16558, 25890, 8066, 1837, 2916, 26107, 1173, 2943, 23023, 25207, 13492, 4692, 6693, 3883, 6293, 24163, 160, 26302, 3825, 2115, 25897, 2089, 7853, 1640, 25872, 1027, 89, 9608, 1209, 6941, 105, 6303, 6063, 2317, 320, 4066, 2542, 4940, 16647, 2542, 24352, 5183, 12023, 2299, 11591, 23681, 1635, 24334, 109, 15335, 8062, 992, 570]"
/mnt/disk15tb/jonathan/Syngap3_1/230103/16861/Network/000158/data.raw.h5,"[13684, 10737, 12806, 15385, 16774, 14264, 14360, 14007, 11441, 14783, 10843, 15646, 15546, 9214, 12579, 13381, 10599, 8127, 15663, 14957, 13240, 18638, 8318, 13722, 15846, 15418, 12505, 18220, 14077, 12329, 11458, 15142, 12526, 11934, 17378, 16710, 12552, 15000, 12039, 5295, 19339, 7769, 15467, 16119, 17586, 11054, 8571, 20199, 11486, 4396, 895, 19167, 18564, 7948, 22042, 10128, 18874, 8617, 19553, 7745, 10280, 13936, 23098, 20457, 8109, 19546, 21795, 19177, 6104, 4213, 8487, 5554, 13610, 9918, 19792, 18984, 15194, 4822, 18086, 9471, 18247, 12546, 18096, 11904, 5478, 21975, 3313, 3299, 18108, 11813, 18755, 17753, 2357, 4694, 22705, 6636, 2634, 11822, 18710, 26172, 1975, 1983, 6740, 7432, 10169, 8076, 25519, 10064, 20508, 20893, 8832, 25763, 6404, 13454, 1272, 16513, 9292, 21790, 24404, 7520, 17203, 463, 2465, 4451, 21386, 396, 396, 396, 17528, 11966, 11966, 14772, 2584, 1558, 22019, 26381, 459, 8771, 4415, 4415, 23118, 10179, 17660, 5246, 6409, 6356, 25314, 16584, 21330, 3972, 22672, 6350, 20002, 23173, 17691, 21778, 20304, 7757, 25074, 24887, 20843, 1511, 20207, 10371, 5760, 2392, 16570, 20756, 18630, 10395, 9090, 24678, 18226, 24229, 5879, 5879, 17640, 20380, 25551, 10085, 7562, 21616, 14825, 14825, 7853, 25584, 15756, 15269, 4668, 19736, 20397, 3359, 25799, 22183, 2691, 19629, 21054, 19856, 2262, 18090, 18090, 24390, 24390, 64, 15704, 16888, 13320, 8519, 22179, 5570, 26245, 23468, 3343, 4142, 22603, 25565, 19704, 23351, 20607, 5603, 3013, 1839, 3680, 352, 24265, 18183, 15329, 25234, 9300, 3856, 20541, 4099, 20798, 11352, 18811, 23463, 84, 7187, 8512, 25602, 19436, 719, 25446, 300, 22134, 6451, 6451, 24142, 9982, 24348, 16347, 16360, 24278, 13094, 1150, 24041, 24693, 53, 18839, 1637, 9539, 22828, 6954, 24470, 23475, 7982, 15697, 7336, 13364, 24075, 5607, 5607, 7617, 1609, 19528, 7826, 25368, 1910, 4470, 4470, 17894, 20776, 26328, 21905, 1178, 1178, 10270, 19662, 6466, 19719, 6655, 584, 23397, 14626, 6271, 18135, 18135, 7572, 5412, 10429, 13291, 22809, 3445, 17464, 23620, 22970, 13328, 3874, 17231, 25422, 21925, 21925, 17458, 17458, 26083, 8018, 6286, 2490, 16159, 3384, 3209, 11798, 10897, 24741, 21459, 990, 12425, 106, 20333, 1646, 5175, 24111, 2516, 17277, 13742, 15302, 23866, 10670, 4043, 22985, 22985, 1438, 26266, 8035, 3398, 2762, 17052, 6057, 26313, 8042, 3611, 25410, 11554, 11554, 19478, 19478, 129, 21439, 9334, 25169, 22336, 4536, 21854, 20136, 8109]"
/mnt/disk15tb/jonathan/Syngap3_1/230103/16657/Network/000138/data.raw.h5,"[8421, 10629, 15153, 14307, 7036, 14584, 14584, 12284, 13671, 13042, 12976, 15641, 13428, 15850, 9251, 11378, 10108, 14825, 17590, 11131, 9435, 6802, 18200, 10615, 6563, 7876, 5292, 10778, 5284, 2616, 16473, 6337, 15908, 11950, 15153, 9970, 13958, 19595, 16705, 17640, 8376, 10064, 10515, 16781, 12489, 18086, 15172, 13410, 12385, 9924, 12357, 23103, 24658, 4338, 22409, 14783, 18100, 9979, 1758, 13147, 26229, 3292, 22207, 16668, 19847, 19979, 20190, 23304, 17612, 5279, 15978, 13687, 13446, 1078, 2817, 11354, 19387, 14153, 2380, 23925, 13953, 5111, 9523, 3373, 1260, 22076, 25272, 824, 13809, 23533, 25347, 5275, 15992, 22385, 18790, 10717, 248, 10695, 8442, 8759, 24890, 10686, 25046, 21399, 913, 5888, 20291, 5571, 3907, 22491, 11767, 24442, 20523, 11580, 8952, 21168, 23501, 11740, 11740, 8300, 22919, 22286, 21163, 14443, 16415, 20827, 4261, 23260, 10654, 4311, 18807, 4062, 19671, 19671, 19708, 8727, 23267, 3607, 22090, 11712, 23388, 26017, 12001, 24915, 20597, 2147, 1001, 16761, 17976, 6537, 13259, 2690, 23372, 22938, 13334, 946, 20555, 1191, 4728, 13754, 76, 10051, 290, 11970, 2346, 1224, 7592, 7592, 16124, 26105, 9161, 11101, 13100, 9754, 1234, 4539, 21842, 18813, 16384, 2340, 8944, 7386, 23629, 6018, 15088, 5140, 4534, 19910, 22744, 13566, 21241, 2096, 21207, 23439, 6697, 6296, 336, 19239, 6065, 24738, 5622, 16409, 13525, 12006, 18156, 7786, 16616, 12886, 25840, 8269, 22767, 6494, 7176, 26289, 9572, 19478, 24319, 1652, 22564, 9781, 25175, 10901, 21466, 25832, 24731, 23837, 18119, 22538, 9143, 20122, 19218]"
